intercept p-values,x1 p-values
0.39140592379623096,0.7903530644679077
0.4374035157806211,0.023153113312900514
0.4636771366314757,0.8934035437665507
0.8404209760933117,0.47507752668245495
0.9518327121169505,0.0004068614917847592
0.0017968461584213023,0.6746106151623263
0.2428852782517238,0.9322345179016867
0.779624021043934,0.7432977332266129
0.27628652744812743,0.8073596757716357
0.8075502277530052,0.006226611611585272
0.33637288265617205,0.012265664364863108
0.0029226824020500974,0.07192629710216751
0.1613527364106181,0.39397968332391153
0.7328777510755797,0.09223774496616487
0.25713140078096375,0.09181418895053084
0.5452791510775679,0.8886431570700548
0.11497141947898816,0.28351730979486456
0.42057186757268117,0.004012852725681662
0.6099257209222011,0.19252762927814626
0.010674711483260328,0.9817855647971161
0.5843636369655276,0.3174290857354293
0.20675159113650976,0.6644340662220378
0.19087655296478345,0.07942847373389451
0.881869559106718,0.03419964484263553
0.07544657467796363,0.5270181628181531
0.22510501424042606,0.46887009493253906
0.8927862843688923,0.006821289988720242
0.38864443566677354,0.7702861281460283
0.5886244107026279,0.9419962507635111
0.9806196511863965,0.33388634697826913
0.42480053182369415,0.1028089106365099
0.5377438027136054,0.0181432521690926
0.07527716354686141,0.8020483116687838
0.7277320324207937,0.016061568135398115
0.8045684731906727,0.3380548810391998
0.3495830929775081,0.2793189457476879
0.3632748306948177,0.13940644384513606
0.011421836552429284,0.9463459723748509
0.060860092473845114,0.6085021090134735
0.4722342095793557,0.5497309917103477
0.5125721359098236,0.21669668708882728
0.1471002625384178,0.02120017664528631
0.024538876179452416,0.9426796801982137
0.9223893415557648,0.9215380987335557
0.029148484368874964,0.11849936857899937
0.5564783850275291,0.8156511392841547
0.08782000181015391,0.23723235152073419
0.4975032626549101,0.9432663651441755
0.4000870070492609,0.5179560224913005
0.1473581590025052,0.999720995629769
0.6443572162057056,0.5976837540010888
0.1329079625949991,0.5344895826893162
0.3247067190848414,0.6621113278098003
0.35499660422283374,0.9060549265592605
0.021294356980774552,0.27150736801820696
0.12066692966530286,0.021883717814051896
0.06350841233833593,0.06671353098144311
0.17996132361033845,0.41003694199298435
0.22906014222050608,0.04332309969438682
0.06735877809192826,0.0035556752884850253
0.729710869839935,0.8162902426283714
0.17756556808271595,0.5506154832686623
0.16823100052385154,0.94667459903458
0.2876233320228204,0.13878022384411012
0.7668852219696858,0.8193529876369955
0.08664696907944705,0.4485605230763027
0.22811683521014525,0.663575190471448
0.7820875190907421,0.07200457680503292
0.8660416132060336,0.12762560995845632
0.1285312975579604,0.08173879167612694
0.002147737793612169,0.6659063161284555
0.5769645508034563,0.5063925504738973
0.8222777826382177,0.03592222434562701
0.0011664153416928455,0.25390927480241077
0.3090549812341652,0.5948633661335883
0.9820048798210047,0.2991255907828444
0.051984487485404435,0.6344620613231875
0.7659401164340472,0.15192985844030862
0.23910816691013126,0.5102518806308252
0.8192459794619533,0.8186074120748872
0.6364802753123503,0.8442244477594948
0.6356173844701245,0.4182000842736565
0.6566014026872204,0.4177815511234154
0.9729047781162137,0.007046065450099241
0.050453015379910746,0.6454978898561701
0.4322786078177283,0.884287032616603
0.4769175838423646,0.030674114351754204
0.16624005231061179,0.42751456502876717
0.18587495607202853,0.9045106280913142
0.09783744193403375,0.253337547371539
0.8086550716234184,0.09132699485474736
0.13543724938877363,0.12019689780187147
0.8506133982272207,0.6391680985241013
0.3253628308422789,0.245943755765884
0.3387640060294351,0.23344839774663606
0.26477148121584304,0.45252019672737287
0.9523924528933488,0.6193745268555734
0.35721684521966,0.00366640017334711
0.2698217920353787,0.08765960468894177
0.44984822643029576,0.9545625970468723
0.125634226998419,0.20889508359855113
0.9272257942306368,0.5075142094627766
0.9215189018838881,0.9101377261403136
0.004737288956323702,0.9445253341432871
0.6890997772340515,0.2550190717607078
0.00010405749638832379,0.002799435526488091
0.08069127322992076,0.29985573938093457
0.031291844212214655,0.6655600090709972
0.4250625849738572,0.8537166955484975
0.5801342860521815,0.16375939588251476
0.005398334497539359,0.1993902183486882
0.24305656264589504,0.49315507669028913
0.07932214500397249,0.0009730006207714009
0.8490089075162796,0.9502231622140854
0.054785904456396965,0.9122894137054005
0.020169024124562826,0.9645838662888665
0.8324886301169845,0.1818067151528514
0.15792131069871707,0.15812484909163427
0.24898081182283782,0.5354594827393506
0.544331608662791,0.1941343075961125
0.1615261478719049,0.04457686728668893
0.5402755015978937,0.17763673086570353
0.9809818213433795,0.2481601640612855
0.004408067759984943,0.15661266546609812
0.8860658482461105,0.7659853446365508
0.8355899001699971,0.2894135235104003
0.9097146778653672,0.918524614042029
0.061339335206093894,0.11344194801065842
0.1874821008230495,0.6031216095211296
0.8594565446700303,0.044065802051166884
0.013238121783241972,0.39661907285130005
0.9716531748939788,0.2318983452053356
0.7530928250036326,0.5880723450736142
0.2853085592701523,0.08047419363393248
0.6180687108712595,0.08833460227957055
0.16425935995255114,0.20470080242865152
0.45957558319188596,0.1657423510403866
0.015860524751551607,0.26850765461311277
0.07425561341940326,0.2382978272650138
0.08247191180794994,0.4050787291360588
0.4447431444233535,0.16786873431126426
0.08917077644681291,0.7690920623222297
0.42725642956932586,0.06729960178234767
0.19871969367984332,0.016297173970686987
0.3661619143039734,0.17735609365449045
0.6125581994574196,0.7865467428670935
0.9219054857892303,0.3708425053226565
0.7531637361745017,0.6840519395740596
0.4545056101241548,0.533225740382441
0.5153114615216254,0.05664015240961099
0.9786671916893589,0.5862930591432457
0.44842138549571786,0.003016889544126491
0.6863472439946725,0.6063091393021911
0.780318114544081,0.4677333324803443
0.9778718546349278,0.21825501133689362
0.9997647270335253,0.8202369473534444
0.9468068375365133,0.9210865563900739
0.045859266549629865,0.9596851062830352
0.45688665447218935,0.054118978897478846
0.7485521390947666,0.22327886140779996
0.7406300722809547,0.9906296563339778
0.25314528363563593,0.8002083926774983
0.4824853103268062,0.06276555084909609
0.6346308846619303,0.009082405417338823
0.9052374821589825,0.6284208918819545
0.1100760698706877,0.30878674171395193
0.8859530647323848,0.69833852401386
0.1615686095347737,0.019675945860941874
0.9759891340509935,0.5032419064671589
0.00048555718577440276,0.8810040761531419
0.6800179098135649,0.059327317827960566
0.06133254752014887,0.7573903492692842
0.2866453440844715,0.031074245891505866
0.5957981968776571,0.1811680950287361
0.19046672128293296,0.021984170750026278
0.11355692614839337,0.1784252427064863
0.6282582245317166,0.0016321927309441906
0.18522540301391333,0.32535267696494485
0.30930880133177663,0.9830700202031964
0.012037552619886165,0.06760053754054267
0.5876459688568823,0.001237442371699877
0.0676319072895977,0.4531165067918109
0.8760609004376632,0.004796426999468779
0.2564452406526617,0.31575953171212523
0.8143864861850648,0.19710843819752122
0.00021448478575046017,0.32377639476409126
0.5994544335676104,0.34264325771538007
0.13690518264803478,0.01784146749614272
0.41719750151495893,0.22359014299115287
0.1132904532664322,0.9162899707283159
0.941428119875174,0.07120372500947084
0.7776702558744044,0.2900905635660167
0.6348417604484522,0.009772885832818127
0.5979903085324868,0.20740436638129067
0.8720327636248801,0.01711583151624991
0.023693662832435736,0.7681382707708451
0.5648342059282585,0.33071114842639215
0.7583490867549855,0.011678186452537605
0.5423115412101767,0.81920014621707
0.21671428696655537,0.8609488874165115
0.06870946817176089,0.038143258643566394
0.1761832169211639,0.0857984466819978
0.14460544813565526,0.4336948066074624
0.010930193201562646,0.24726837069517904
0.2580321467101828,0.06604227981506136
0.42177777456028054,0.04558682604189175
0.13931349941836832,0.0037278962923667624
0.23165799584089064,0.11343314077600866
0.38200617331558007,0.04344782483080032
0.7962398313964726,0.9477646287824577
0.8437201385738349,0.012513434556547146
0.9119551023955244,0.8190518472440624
0.13112126747806208,0.7757962694349128
0.21227749785960148,0.5538084964024991
0.5142069320037983,0.13259042163872603
0.2261198185310651,0.33864525039479876
0.9654382088801813,0.8583246254418667
0.3130146725309382,0.3075418580880732
0.3134672034274788,0.06424862455725612
0.9671924944653089,0.4802762705146606
0.03892564843496999,0.4257353497996481
0.06035306282177732,0.42189965255388107
0.025982932555087483,0.8334334302079685
0.1845547336220188,0.033746385300953786
0.1809705196861765,0.9198017305292185
0.039083810392813625,0.2597689110118734
0.20340187481067917,0.701301429987361
0.366924817730393,0.3914782008301816
0.5328963116216904,0.9452450177621246
0.834897003643095,0.09935814267098148
0.0034055946404306235,0.40794081329185117
0.039773794817798275,0.39599969416160474
0.8039772291468689,0.0016550817232317693
0.8395287848303119,0.23127988974025093
0.2911642420675733,0.09182490718643253
0.18909320322736378,0.46725548510688086
0.10689917807474125,0.0006348069406131068
0.00843577440466942,0.8104019791975297
0.25050924444698797,0.3442466242527954
0.10751265820638187,0.10075411584113388
0.5906448323218442,0.7180551860478102
0.5902066808322787,0.047679255123177985
0.4435981727472239,0.0020940070452207366
0.16502948756799263,8.897178270742028e-05
0.005283029273713785,0.4350322474095364
0.4874986445293893,0.9980802006627688
0.19894355918291906,0.5732494520052271
0.005821178626808934,0.9640588773666657
0.4522745710915743,0.07661388669697611
0.9085086001926285,0.31928104596949014
0.22367678193206164,0.11703253779795973
0.9744111480418709,0.27476719796500193
0.08128285371433992,0.6571182411521596
0.10628615753694988,0.0725661777592847
0.34505778109738483,0.7019742557928512
0.0058316835548009385,0.6718509159786212
0.05762126972402234,0.10753393780804306
0.6598778120464283,0.5971234558578202
0.17579640428952448,0.2908114230762857
0.1761673047316551,0.6604401815955943
0.5611817755165331,0.08117675297668007
0.5683696929802178,0.1043852929923786
0.5806750100030023,0.11178089612766523
0.8533927137862461,0.01748606365225046
0.1278872757613275,0.11420173199894293
0.06101484246134143,0.8294174219257913
0.944447847205014,0.4513720549482436
0.9675408255252792,0.098504659556573
0.0021291381675679305,0.8374008231490864
0.6003871228308841,0.22751037291542964
0.1719580192554342,0.46404486057517347
0.41719900473296867,0.9997343036729033
0.0012222275787644018,0.03912982371148398
0.6812455540754911,0.5815205811243944
0.03261914903157208,0.630472619292296
0.7335568684292497,0.011441261689171527
0.5868471600383504,0.8734203528305902
0.6332881593634211,0.3376671943342804
0.031773517755274726,0.1079429842793549
0.029016000884192105,0.6147395336427328
0.033022670320128705,0.46459229256251766
0.06611556355800183,0.38839017816820187
0.6241129227115549,0.3770217211184349
0.44110158877978367,0.5648213235371091
0.4181493243441837,0.7870995191958053
0.06939044791164438,0.8910079267141188
0.37966662188134825,0.0003786073298340574
0.207348422462169,0.4239253765531663
0.7866963142023311,0.3539013297086461
0.49765442434092566,0.04407327051258422
0.4726304668906919,0.9871080319732762
0.14058304267475116,0.8272658340688666
0.903546577291605,0.055163860364825006
0.4164342336874989,0.3255465374680834
0.6534036054534405,0.08530374660663975
0.002963134732997473,0.6381453640266541
0.22664487685702994,0.487031453737261
0.07443505378611759,0.9152291868807232
0.9837281039779763,0.9365476178687985
0.2641213939179098,0.9877992201894251
0.009157455151492489,0.5841177389375184
0.46105638402058635,0.26992311688045356
0.537783490644995,0.29784509918489765
0.2643442732787772,0.6069576039009672
0.28826964089807894,0.1644952834848813
0.40556204144963703,0.5703329041163374
0.07119378900769205,0.8779551465038286
0.6401034970154657,0.09590993804365207
0.15688143599196502,0.028772685560042827
0.6093634021138614,0.16378320542904
0.014943835959253311,0.4515135032620404
0.07261267802527102,0.8228484678040409
0.27305122242988134,0.043999098593647396
0.11377986019289092,0.9059326987789134
0.6444483507603913,0.6780365731709758
0.17657449159191219,0.5047434206046851
0.9974344149184876,0.5996151509557948
0.9519009702394756,0.8697990937812132
0.6814420198462914,0.0468679709773959
0.001015078455729058,0.29241793323578524
0.05925272167600723,0.10304018784620311
0.6426040666687038,0.6340073187176055
0.061127391452769055,0.21945975885816282
0.7354814230191924,0.2579689729852611
0.3940861595804619,0.5667944668690428
0.5521488576488498,0.013463625070096729
0.00020609921967019112,0.9844452777548344
0.8284332868264812,0.08465719835502883
0.4560419339193954,0.03707559968487347
0.8947802043043784,0.025414276826322593
0.49657239018246924,0.19548715845394327
0.8245705804731726,0.822699146903978
0.2613274525233582,0.2773426046538461
0.6112955619507694,0.1864416366646856
0.2518177646225135,0.08742236331372906
0.1944442620455632,0.7486171517922209
0.1059790150594187,0.0070523160479742854
0.032727582687898805,0.0024731972005788473
0.42002460390387375,0.2064869392173111
