intercept p-values,x1 p-values
2.766005271177615e-06,0.17368149720876114
0.06143798780657,0.7227514106191844
0.19293032724897474,0.4151871089539403
0.2109270084617798,0.7919021293064993
0.22668885768117597,0.10533674560019247
0.8835757129079547,0.006782655813914398
0.07888644978704777,0.557667556874121
0.10780226441168753,0.6286156129902538
0.8966414285644917,0.8450313651260746
0.8850839485300609,0.1912354394923701
0.7336222383205241,0.0013130045842288034
0.7299046714226289,0.15853840617369808
0.044607470544903126,0.02316353804884247
0.26947774842109706,0.4168145781754473
0.010959761264996535,0.45678468738877276
0.4399014914462611,0.5822408272139982
0.03895566765145671,0.22444307817747733
0.6253819995351583,0.48660400382208213
0.028028432342132783,0.045717822786013565
0.5336732490018632,0.8618968638045098
0.040759859112725616,0.5273297450628819
0.03383202505136228,0.41748901821220175
0.0016657414813929714,0.7570223217714531
0.8130851673196953,0.6689219298393285
0.15403733398339806,0.4811433020081245
0.3151941081346098,0.0020882086064685063
0.2167231439879509,0.733667773673847
0.03874392249612654,0.2801758213297867
0.4435183603858972,0.09555853503974275
0.10985510706079572,0.7133090396730168
0.02645890003966532,0.2323081879433827
0.0027069510734817307,0.5887063647965157
0.0011535040487345562,0.7787548216830815
0.28979323143245805,0.33402108984667644
0.09286352287714202,0.7217007091869123
0.06361107397399472,0.27694151451433635
0.5517700933232907,0.7316266193079637
0.4331982205602173,0.609543718363587
0.918318915368263,0.13140687490089542
0.8823371921689868,0.27771562391465365
3.1308799251388485e-06,0.2882260197276384
0.7516710222072327,0.7456761762794987
0.003397762695863802,0.031140820068681293
0.995635261749579,0.07801666306767727
0.07330557792176141,0.11331308153137461
0.2031150557272613,0.4404320403939338
0.276394580928093,0.5427321476845381
0.3010129939423041,0.013831868499423543
0.8957084217093464,0.7685750467568795
0.3034760274452265,0.0837539141365706
0.3883330081258217,0.8748505648162908
0.005768984847199852,0.8776868498116115
0.06852662996104411,0.41738125124010284
0.013773409942836448,0.10809127054408027
0.3632036141526497,0.3324603520264948
0.24593921317920753,0.020781650017108737
0.12778247005106144,0.122724141942319
0.9565577239543612,0.34026537075829266
0.19210381783402208,0.16055140967377735
0.14128126385236933,0.40113269322822875
0.37133642353992713,0.7849281188686184
0.8518730557205139,0.3318218619278217
0.9731496748841171,0.4075076559078622
0.6285303724814999,0.3910243925117779
0.12089731216626642,0.6675691887863543
0.0008281304535383351,0.0034274546502550377
0.8579774667709912,0.4738666981013867
0.03938928037101017,0.03258449723534123
0.12310671851840387,0.013392792879929113
0.8040376627780775,0.8128295186958717
0.028042796487958595,0.7520161397872398
0.2958154110192238,0.8200912707635006
0.41501561399962983,0.14394778350419832
0.06599158249412443,0.0018508815972912247
0.00037495980436261917,0.018949447777768424
0.22149459114035386,0.48307176943114516
0.002026977876130189,0.16520016022206807
0.38724952321608186,0.0026307674420509414
0.02006270769379385,0.2780983702295172
0.8464158988187543,0.4607703110425373
0.22599162749946355,0.22367894464312854
0.22034110654415517,0.754818300394378
0.10246142276155563,0.8528789917143864
0.4973272925129366,0.13980912913616586
0.38306590773339455,0.5748398631722507
0.053580611222178734,0.3942845232300475
0.6493730021758004,0.25686294378511754
0.39887588062323864,0.6527385219426969
0.00024455263458801976,0.371200914827716
0.001916144064368539,0.008296737791083983
0.6026317367967753,0.5205571661554063
0.7072333880189715,0.0065463135267290525
0.6214895907070023,0.5173267454110932
0.599612613278339,0.6764497671676677
0.26023817718067277,0.8841836776331362
0.792545364055482,0.20207555996073379
0.08712018832954067,0.22036543518556484
0.14793993515042209,0.019001456610813393
0.7397229559843255,0.3818984804728319
0.12773412097351722,0.9548393645112734
0.2670565353983788,0.9159931903108972
0.8159376719917972,0.018847432955509804
0.14234767767335538,0.6336286420100896
0.14713654377869412,0.5478780171294357
0.3735498117039694,0.015813713195362965
0.09526303764567476,0.14256507719800202
0.4691325167461031,0.1282451532904478
0.006483832726778255,0.9357784826970487
0.8732910024285864,0.044488255275916655
0.010865105949373633,0.04146186428587773
0.6091545722525535,0.014905524123933405
0.5008463031529993,0.9592680567262213
0.15799377711956364,0.7833951315059132
0.8690988089695157,0.3146476589366457
0.18687083982464447,0.34551020000202615
0.7846976019259987,0.08932449060690385
0.855338465707796,0.33510107337772366
0.08425637701570056,0.2614998466016063
0.37910130174855294,0.8669719972666698
0.5701420239382992,0.9263364286750984
0.09164295158518374,0.006119851604665812
0.020103829830522228,0.5867940902172148
0.05260824635219476,0.48849639705933856
0.5680630226733666,0.7069059494139466
0.0306810847796811,0.16245092351850088
0.06992190342755988,0.08597689188607485
0.9190804051949052,0.012609773171333933
0.9629326032863073,0.5282435554651315
0.9175369656821497,0.6405691924453336
0.3706658611411463,0.3905239554980058
0.02326838854438631,0.934064031287898
0.10100612046631213,0.009169043470494046
0.03022088003633665,0.565795120449555
0.3666982101415228,0.41525977848315665
0.031975926933207624,0.00414371636524089
0.9401180093061087,0.028643687855858645
0.6982135968705707,0.011286304290216318
0.01077221471139497,0.12052571262698471
0.8738078284005586,0.9836055660142929
0.8579301254856386,0.3337875619118863
0.08581089966956416,0.8011997437862035
0.8628439993671517,0.3754186565972023
0.6018654025596626,0.3915823393083864
0.24280352715633235,0.5430690725811138
0.07650058704149458,0.585504365600851
0.0018498804030848963,0.24877835148653915
0.32435312742973077,0.25180244072936087
0.25480472982745894,0.030984365539412327
0.25267567239363964,0.7767548702977833
0.7199809513984032,0.6714656379165478
0.6956088536368108,0.000997163650577862
0.42193016479976975,0.43701014630859447
0.28494488035195853,0.23979371345987854
0.04864411902240175,0.43513764459225057
0.5852443337370374,0.10127498364244461
0.045890161179550484,0.6031768504797441
0.4253584705767095,0.48939421717401155
0.16650553281948388,0.00201672161554962
0.9242655872520954,0.5484103015500557
0.003698378617336973,0.7373995524650027
0.17187180452249595,0.9573132384378626
0.004620503425087078,0.6476124822013658
0.07684576073982416,0.8960128356091652
0.16945173253552226,0.9622385533624485
0.39127930931562116,0.9612802104155824
0.18220107279455222,0.11894522357076985
0.3598474188678882,0.7949401358987316
0.1894243390997622,0.5432894999143794
0.25915777822605224,0.43792556876788935
0.44170846350265025,0.012266163844022885
0.3423195504844818,0.6316580778242229
0.17742558926287877,0.3434660346195718
0.06501036102681934,0.2906930843386336
0.9072411101122321,0.9443765009188831
0.7323490947728801,0.02181394395106954
0.3761924658408674,0.6597069195640485
0.0007035382567434376,0.1862317511715098
0.7242100545620624,0.13683410022896925
0.03129635893672334,0.22725978553350434
0.6149079737269515,0.36212755014508535
